OrderID,Date,Product,Category,Region,Salesperson,Quantity,UnitPrice,Discount,Revenue,Cost,Profit
ORD-33660,2023-06-01,Laptop Pro X1,Electronics,South,Divya Menon,17,106137.26,0.0,1804333.42,1221221.08,583112.34
ORD-64127,2023-06-01,Standing Desk,Furniture,North,Priya Sharma,7,18227.25,0.0,127590.75,70773.96,56816.79
ORD-16005,2023-06-02,Monitor 27inch,Electronics,North,Vikram Das,13,20328.22,0.05,251053.52,134250.74,116802.78
ORD-88135,2023-06-02,Desk Lamp LED,Furniture,East,Priya Sharma,8,1353.99,0.2,8665.54,4801.09,3864.45
ORD-72707,2023-06-02,Standing Desk,Furniture,East,Karthik Raj,2,28255.64,0.2,45209.02,31185.44,14023.58
ORD-74424,2023-06-03,Notebook Pack,Stationery,West,Arjun Kumar,18,429.52,0.0,7731.36,5183.5,2547.86
ORD-68491,2023-06-03,Office Chair Ergo,Furniture,South,Rahul Nair,2,10937.07,0.0,21874.14,13836.28,8037.86
ORD-94930,2023-06-03,USB Hub 7-Port,Electronics,West,Meera Iyer,3,1454.06,0.2,3489.74,2275.4,1214.34
ORD-21919,2023-06-03,Office Chair Ergo,Furniture,East,Meera Iyer,4,12762.07,0.15,43391.04,25851.81,17539.23
ORD-76608,2023-06-03,Desk Lamp LED,Furniture,North,Priya Sharma,20,1474.92,0.0,29498.4,17041.2,12457.2
ORD-97460,2023-06-04,Office Chair Ergo,Furniture,West,Sneha Pillai,20,9269.56,0.05,176121.64,85868.99,90252.65
ORD-28569,2023-06-04,Monitor 27inch,Electronics,North,Meera Iyer,4,20954.32,0.0,83817.28,40149.93,43667.35
ORD-79125,2023-06-04,Pen Set Premium,Stationery,East,Rahul Nair,9,345.63,0.0,3110.67,1776.91,1333.76
ORD-23879,2023-06-04,USB Hub 7-Port,Electronics,North,Arjun Kumar,15,1359.29,0.2,16311.48,10422.07,5889.41
ORD-58072,2023-06-05,Laptop Pro X1,Electronics,North,Meera Iyer,6,86143.96,0.0,516863.76,359698.55,157165.21
ORD-76879,2023-06-06,Office Chair Ergo,Furniture,East,Sneha Pillai,13,13291.74,0.15,146873.73,80626.66,66247.07
ORD-39035,2023-06-06,Desk Lamp LED,Furniture,East,Sneha Pillai,14,1419.23,0.0,19869.22,10163.98,9705.24
ORD-48644,2023-06-06,Pen Set Premium,Stationery,West,Meera Iyer,1,364.95,0.1,328.45,167.73,160.72
ORD-42421,2023-06-06,USB Hub 7-Port,Electronics,South,Divya Menon,9,1336.71,0.2,9624.31,4965.01,4659.3
ORD-71148,2023-06-07,Wireless Headphones,Electronics,East,Karthik Raj,2,3453.75,0.0,6907.5,3303.23,3604.27
ORD-45358,2023-06-07,Notebook Pack,Stationery,East,Sneha Pillai,4,227.46,0.0,909.84,510.59,399.25
ORD-88671,2023-06-07,Laptop Pro X1,Electronics,East,Arjun Kumar,14,88066.99,0.2,986350.29,607103.59,379246.7
ORD-73769,2023-06-07,Notebook Pack,Stationery,West,Arjun Kumar,11,481.28,0.0,5294.08,2789.99,2504.09
ORD-32950,2023-06-07,Wireless Headphones,Electronics,South,Meera Iyer,13,2519.06,0.0,32747.78,15024.1,17723.68
ORD-61648,2023-06-07,USB Hub 7-Port,Electronics,East,Arjun Kumar,16,911.53,0.0,14584.48,8279.61,6304.87
ORD-63964,2023-06-08,Standing Desk,Furniture,South,Rahul Nair,14,18297.44,0.15,217739.54,148307.15,69432.39
ORD-76316,2023-06-08,Pen Set Premium,Stationery,East,Karthik Raj,18,241.78,0.0,4352.04,2802.62,1549.42
ORD-84897,2023-06-08,Wireless Headphones,Electronics,South,Vikram Das,20,4194.76,0.15,71310.92,35136.16,36174.76
ORD-91937,2023-06-08,Monitor 27inch,Electronics,North,Divya Menon,6,22999.19,0.15,117295.87,70924.26,46371.61
ORD-99208,2023-06-08,Notebook Pack,Stationery,East,Karthik Raj,18,327.07,0.0,5887.26,3549.84,2337.42
ORD-88261,2023-06-09,Monitor 27inch,Electronics,North,Divya Menon,2,24783.1,0.0,49566.2,27629.01,21937.19
ORD-49351,2023-06-09,Pen Set Premium,Stationery,North,Vikram Das,14,363.51,0.2,4071.31,2754.71,1316.6
ORD-80795,2023-06-10,Laptop Pro X1,Electronics,North,Sneha Pillai,7,119103.94,0.05,792041.2,494470.67,297570.53
ORD-93105,2023-06-10,USB Hub 7-Port,Electronics,South,Rahul Nair,13,1357.74,0.2,14120.5,8280.7,5839.8
ORD-97424,2023-06-10,Notebook Pack,Stationery,West,Rahul Nair,15,207.15,0.0,3107.25,1698.09,1409.16
ORD-54388,2023-06-11,USB Hub 7-Port,Electronics,North,Meera Iyer,20,956.65,0.0,19133.0,8763.08,10369.92
ORD-23614,2023-06-12,Desk Lamp LED,Furniture,South,Priya Sharma,11,1418.89,0.15,13266.62,9015.21,4251.41
ORD-57602,2023-06-12,Notebook Pack,Stationery,West,Sneha Pillai,7,325.45,0.1,2050.34,1065.6,984.74
ORD-99647,2023-06-12,USB Hub 7-Port,Electronics,North,Meera Iyer,20,1255.12,0.0,25102.4,16014.75,9087.65
ORD-58015,2023-06-13,Laptop Pro X1,Electronics,South,Meera Iyer,2,89418.05,0.0,178836.1,115282.91,63553.19
ORD-83618,2023-06-13,Office Chair Ergo,Furniture,South,Vikram Das,4,11726.14,0.1,42214.1,23319.91,18894.19
ORD-99356,2023-06-14,Standing Desk,Furniture,West,Karthik Raj,4,23053.14,0.1,82991.3,47628.03,35363.27
ORD-92406,2023-06-15,Notebook Pack,Stationery,East,Arjun Kumar,19,344.23,0.2,5232.3,2804.38,2427.92
ORD-14356,2023-06-15,Notebook Pack,Stationery,South,Priya Sharma,19,207.27,0.15,3347.41,1586.84,1760.57
ORD-92515,2023-06-15,Notebook Pack,Stationery,North,Divya Menon,2,238.37,0.1,429.07,210.37,218.7
ORD-79355,2023-06-16,Office Chair Ergo,Furniture,South,Meera Iyer,15,8905.7,0.15,113547.68,65664.21,47883.47
ORD-58258,2023-06-16,Standing Desk,Furniture,West,Karthik Raj,12,24115.3,0.05,274914.42,167352.76,107561.66
ORD-55188,2023-06-16,Notebook Pack,Stationery,East,Vikram Das,17,392.18,0.0,6667.06,3711.09,2955.97
ORD-64138,2023-06-17,Standing Desk,Furniture,South,Arjun Kumar,14,27174.47,0.0,380442.58,259217.89,121224.69
ORD-35995,2023-06-17,Mechanical Keyboard,Electronics,North,Arjun Kumar,10,4727.39,0.05,44910.21,24663.05,20247.16
ORD-92245,2023-06-17,Mechanical Keyboard,Electronics,East,Meera Iyer,5,3731.43,0.1,16791.43,10461.23,6330.2
ORD-83512,2023-06-17,Pen Set Premium,Stationery,West,Priya Sharma,16,160.2,0.0,2563.2,1787.07,776.13
ORD-10734,2023-06-18,USB Hub 7-Port,Electronics,West,Arjun Kumar,11,1091.41,0.0,12005.51,6814.61,5190.9
ORD-38474,2023-06-18,Pen Set Premium,Stationery,East,Divya Menon,5,379.97,0.1,1709.87,1062.93,646.94
ORD-46885,2023-06-18,Notebook Pack,Stationery,South,Rahul Nair,18,202.2,0.15,3093.66,1967.76,1125.9
ORD-44003,2023-06-19,Wireless Headphones,Electronics,East,Karthik Raj,16,3597.29,0.0,57556.64,30051.46,27505.18
ORD-78758,2023-06-20,Standing Desk,Furniture,West,Priya Sharma,2,28626.03,0.05,54389.46,26796.63,27592.83
ORD-99832,2023-06-20,Mechanical Keyboard,Electronics,South,Vikram Das,18,4324.94,0.15,66171.58,42828.98,23342.6
ORD-10282,2023-06-20,Notebook Pack,Stationery,West,Meera Iyer,7,459.4,0.0,3215.8,1579.47,1636.33
ORD-85607,2023-06-20,Desk Lamp LED,Furniture,West,Divya Menon,12,1472.69,0.0,17672.28,12245.76,5426.52
ORD-59005,2023-06-21,USB Hub 7-Port,Electronics,West,Sneha Pillai,16,1163.22,0.0,18611.52,9872.59,8738.93
ORD-55938,2023-06-21,Wireless Headphones,Electronics,East,Meera Iyer,1,3163.03,0.0,3163.03,1971.5,1191.53
ORD-54280,2023-06-21,Wireless Headphones,Electronics,North,Karthik Raj,10,3639.82,0.1,32758.38,19625.3,13133.08
ORD-99831,2023-06-23,Monitor 27inch,Electronics,West,Rahul Nair,15,18448.78,0.2,221385.36,112546.21,108839.15
ORD-28758,2023-06-24,Office Chair Ergo,Furniture,North,Vikram Das,20,12781.94,0.05,242856.86,164707.28,78149.58
ORD-76952,2023-06-24,Standing Desk,Furniture,West,Rahul Nair,19,27845.44,0.0,529063.36,320508.14,208555.22
ORD-58929,2023-06-26,Mechanical Keyboard,Electronics,North,Rahul Nair,11,3353.58,0.0,36889.38,17678.76,19210.62
ORD-54212,2023-06-26,Office Chair Ergo,Furniture,South,Divya Menon,4,8114.73,0.05,30835.97,15031.76,15804.21
ORD-42077,2023-06-26,Mechanical Keyboard,Electronics,East,Priya Sharma,6,3708.55,0.0,22251.3,12441.53,9809.77
ORD-51483,2023-06-26,Mechanical Keyboard,Electronics,South,Vikram Das,19,5345.58,0.0,101566.02,49530.78,52035.24
ORD-80601,2023-06-27,Notebook Pack,Stationery,West,Vikram Das,18,224.34,0.15,3432.4,2103.43,1328.97
ORD-31712,2023-06-27,Standing Desk,Furniture,East,Vikram Das,4,25003.78,0.2,80012.1,47758.8,32253.3
ORD-13445,2023-06-28,Monitor 27inch,Electronics,South,Priya Sharma,7,25920.66,0.0,181444.62,117502.31,63942.31
ORD-28872,2023-06-28,Notebook Pack,Stationery,East,Rahul Nair,12,422.0,0.05,4810.8,3133.58,1677.22
ORD-13929,2023-06-28,USB Hub 7-Port,Electronics,South,Rahul Nair,12,1415.35,0.0,16984.2,10982.65,6001.55
ORD-83660,2023-06-28,USB Hub 7-Port,Electronics,North,Priya Sharma,11,1101.43,0.1,10904.16,5524.84,5379.32
ORD-76269,2023-06-29,Monitor 27inch,Electronics,West,Divya Menon,2,21913.12,0.0,43826.24,30095.71,13730.53
ORD-47941,2023-06-29,Notebook Pack,Stationery,South,Arjun Kumar,13,436.39,0.0,5673.07,3881.24,1791.83
ORD-78742,2023-06-29,Notebook Pack,Stationery,West,Arjun Kumar,12,482.48,0.15,4921.3,2683.53,2237.77
ORD-34219,2023-06-29,Desk Lamp LED,Furniture,West,Vikram Das,17,1626.3,0.05,26264.74,16213.59,10051.15
ORD-95070,2023-06-29,USB Hub 7-Port,Electronics,North,Divya Menon,5,1486.88,0.0,7434.4,4348.44,3085.96
ORD-45033,2023-06-29,Laptop Pro X1,Electronics,North,Priya Sharma,9,109846.56,0.15,840326.18,478811.8,361514.38
ORD-49056,2023-06-30,Laptop Pro X1,Electronics,West,Arjun Kumar,2,115085.44,0.0,230170.88,121639.83,108531.05
ORD-49326,2023-06-30,Notebook Pack,Stationery,West,Rahul Nair,17,360.19,0.0,6123.23,3957.65,2165.58
ORD-46082,2023-06-30,Monitor 27inch,Electronics,West,Karthik Raj,10,20642.0,0.1,185778.0,95165.8,90612.2
ORD-94443,2023-07-01,Notebook Pack,Stationery,North,Meera Iyer,17,219.59,0.05,3546.38,1904.27,1642.11
ORD-56032,2023-07-01,Notebook Pack,Stationery,East,Meera Iyer,3,255.37,0.05,727.8,364.01,363.79
ORD-15110,2023-07-01,Desk Lamp LED,Furniture,North,Rahul Nair,17,1402.49,0.15,20265.98,11499.99,8765.99
ORD-25765,2023-07-01,Pen Set Premium,Stationery,South,Rahul Nair,15,157.59,0.0,2363.85,1616.46,747.39
ORD-62742,2023-07-02,Standing Desk,Furniture,West,Priya Sharma,1,28228.15,0.0,28228.15,15444.35,12783.8
ORD-62190,2023-07-02,Standing Desk,Furniture,East,Sneha Pillai,11,24017.47,0.0,264192.17,159213.2,104978.97
ORD-31174,2023-07-02,USB Hub 7-Port,Electronics,North,Karthik Raj,17,1226.28,0.0,20846.76,11329.77,9516.99
ORD-54555,2023-07-02,Mechanical Keyboard,Electronics,East,Rahul Nair,15,4830.29,0.15,61586.2,28661.14,32925.06
ORD-75767,2023-07-03,Pen Set Premium,Stationery,South,Karthik Raj,3,239.77,0.0,719.31,376.65,342.66
ORD-62952,2023-07-03,Laptop Pro X1,Electronics,North,Sneha Pillai,19,100183.75,0.0,1903491.25,1154930.25,748561.0
ORD-99300,2023-07-04,Notebook Pack,Stationery,North,Divya Menon,16,403.07,0.0,6449.12,2943.96,3505.16
ORD-84814,2023-07-04,Office Chair Ergo,Furniture,East,Divya Menon,19,14986.03,0.0,284734.57,165574.25,119160.32
ORD-27002,2023-07-04,Mechanical Keyboard,Electronics,North,Sneha Pillai,12,4807.25,0.0,57687.0,40353.34,17333.66
ORD-97835,2023-07-05,Desk Lamp LED,Furniture,West,Meera Iyer,3,1811.01,0.05,5161.38,2752.7,2408.68
ORD-22871,2023-07-05,Desk Lamp LED,Furniture,North,Meera Iyer,18,1295.09,0.15,19814.88,9250.39,10564.49
ORD-99830,2023-07-05,Laptop Pro X1,Electronics,West,Priya Sharma,11,88118.7,0.05,920840.41,546519.45,374320.96
ORD-51193,2023-07-05,Monitor 27inch,Electronics,West,Vikram Das,7,23142.51,0.05,153897.69,73595.63,80302.06
ORD-74486,2023-07-06,Office Chair Ergo,Furniture,East,Priya Sharma,15,12324.11,0.0,184861.65,115560.37,69301.28
ORD-85233,2023-07-06,USB Hub 7-Port,Electronics,South,Sneha Pillai,4,1410.47,0.0,5641.88,3384.73,2257.15
ORD-89498,2023-07-06,Laptop Pro X1,Electronics,North,Arjun Kumar,11,92419.21,0.05,965780.74,502244.46,463536.28
ORD-33950,2023-07-06,USB Hub 7-Port,Electronics,North,Meera Iyer,19,1370.06,0.0,26031.14,13021.69,13009.45
ORD-70172,2023-07-07,Pen Set Premium,Stationery,East,Divya Menon,13,271.09,0.0,3524.17,2407.43,1116.74
ORD-14287,2023-07-09,Monitor 27inch,Electronics,West,Arjun Kumar,3,21848.79,0.15,55714.41,29708.4,26006.01
ORD-74036,2023-07-09,Notebook Pack,Stationery,North,Vikram Das,18,445.24,0.2,6411.46,4187.0,2224.46
ORD-43136,2023-07-09,Office Chair Ergo,Furniture,North,Arjun Kumar,9,13613.96,0.0,122525.64,81640.41,40885.23
ORD-44960,2023-07-09,Mechanical Keyboard,Electronics,East,Meera Iyer,19,4559.75,0.1,77971.73,54339.34,23632.39
ORD-90199,2023-07-10,Pen Set Premium,Stationery,West,Priya Sharma,9,343.74,0.15,2629.61,1476.71,1152.9
ORD-87121,2023-07-10,Pen Set Premium,Stationery,South,Meera Iyer,19,230.75,0.1,3945.83,2148.42,1797.41
ORD-12009,2023-07-12,Desk Lamp LED,Furniture,South,Meera Iyer,7,2330.32,0.0,16312.24,8576.93,7735.31
ORD-20085,2023-07-12,Pen Set Premium,Stationery,North,Priya Sharma,13,374.49,0.0,4868.37,3357.05,1511.32
ORD-23405,2023-07-12,Monitor 27inch,Electronics,North,Rahul Nair,2,27697.16,0.0,55394.32,27502.42,27891.9
ORD-96462,2023-07-12,Notebook Pack,Stationery,North,Sneha Pillai,2,474.98,0.05,902.46,589.06,313.4
ORD-83890,2023-07-12,USB Hub 7-Port,Electronics,South,Arjun Kumar,8,988.42,0.1,7116.62,4207.34,2909.28
ORD-76077,2023-07-12,Desk Lamp LED,Furniture,North,Karthik Raj,2,2156.14,0.0,4312.28,2504.9,1807.38
ORD-15171,2023-07-13,Office Chair Ergo,Furniture,South,Karthik Raj,6,8706.28,0.1,47013.91,28230.93,18782.98
ORD-42873,2023-07-13,Standing Desk,Furniture,East,Arjun Kumar,19,18170.53,0.0,345240.07,184819.74,160420.33
ORD-97266,2023-07-14,Pen Set Premium,Stationery,West,Vikram Das,14,386.83,0.0,5415.62,3096.84,2318.78
ORD-65372,2023-07-14,Mechanical Keyboard,Electronics,West,Vikram Das,10,5321.03,0.0,53210.3,30081.74,23128.56
ORD-17100,2023-07-14,Wireless Headphones,Electronics,North,Vikram Das,12,3558.95,0.05,40572.03,27019.32,13552.71
ORD-38863,2023-07-14,USB Hub 7-Port,Electronics,North,Arjun Kumar,8,895.81,0.05,6808.16,4548.05,2260.11
ORD-62928,2023-07-15,Desk Lamp LED,Furniture,South,Karthik Raj,1,2201.1,0.0,2201.1,1442.99,758.11
ORD-10053,2023-07-16,Notebook Pack,Stationery,West,Rahul Nair,20,370.73,0.05,7043.87,4134.64,2909.23
ORD-48420,2023-07-16,Mechanical Keyboard,Electronics,West,Meera Iyer,20,3327.59,0.15,56569.03,27805.46,28763.57
ORD-24114,2023-07-16,Wireless Headphones,Electronics,South,Priya Sharma,6,4310.03,0.0,25860.18,14324.47,11535.71
ORD-16433,2023-07-16,Wireless Headphones,Electronics,North,Vikram Das,16,3814.55,0.15,51877.88,31000.94,20876.94
ORD-63218,2023-07-16,Desk Lamp LED,Furniture,East,Sneha Pillai,9,2233.42,0.0,20100.78,10920.01,9180.77
ORD-32769,2023-07-17,Desk Lamp LED,Furniture,West,Arjun Kumar,19,1757.83,0.15,28388.95,15545.87,12843.08
ORD-68711,2023-07-17,Desk Lamp LED,Furniture,South,Sneha Pillai,15,2407.19,0.1,32497.06,21381.2,11115.86
ORD-17081,2023-07-18,Wireless Headphones,Electronics,South,Meera Iyer,16,2940.81,0.15,39995.02,27223.34,12771.68
ORD-25643,2023-07-18,Mechanical Keyboard,Electronics,West,Rahul Nair,3,3560.93,0.0,10682.79,6770.43,3912.36
ORD-23392,2023-07-18,USB Hub 7-Port,Electronics,East,Sneha Pillai,4,1076.3,0.0,4305.2,2805.6,1499.6
ORD-77976,2023-07-18,Mechanical Keyboard,Electronics,South,Vikram Das,6,4782.15,0.1,25823.61,15542.25,10281.36
ORD-29892,2023-07-19,Office Chair Ergo,Furniture,South,Arjun Kumar,7,13133.89,0.0,91937.23,53451.72,38485.51
ORD-89084,2023-07-20,Monitor 27inch,Electronics,East,Vikram Das,4,24504.63,0.05,93117.59,42573.77,50543.82
ORD-96486,2023-07-20,Notebook Pack,Stationery,North,Karthik Raj,19,350.1,0.0,6651.9,3910.96,2740.94
ORD-91087,2023-07-20,Standing Desk,Furniture,South,Rahul Nair,10,23530.26,0.15,200007.21,112477.41,87529.8
ORD-39850,2023-07-22,Laptop Pro X1,Electronics,West,Vikram Das,6,95623.27,0.2,458991.7,269580.59,189411.11
ORD-18200,2023-07-22,Pen Set Premium,Stationery,West,Vikram Das,1,326.18,0.0,326.18,169.48,156.7
ORD-47373,2023-07-22,Desk Lamp LED,Furniture,West,Sneha Pillai,12,1366.68,0.15,13940.14,7090.42,6849.72
ORD-82680,2023-07-23,Standing Desk,Furniture,East,Rahul Nair,8,28624.59,0.15,194647.21,96072.24,98574.97
ORD-30789,2023-07-23,Pen Set Premium,Stationery,North,Divya Menon,16,247.28,0.0,3956.48,2706.45,1250.03
ORD-23446,2023-07-24,Desk Lamp LED,Furniture,South,Karthik Raj,2,2033.53,0.2,3253.65,1766.09,1487.56
ORD-33671,2023-07-24,Notebook Pack,Stationery,West,Karthik Raj,20,354.61,0.15,6028.37,3863.34,2165.03
ORD-53025,2023-07-24,Pen Set Premium,Stationery,East,Karthik Raj,8,205.73,0.15,1398.96,697.08,701.88
ORD-94912,2023-07-24,Desk Lamp LED,Furniture,East,Divya Menon,19,2263.22,0.0,43001.18,24336.3,18664.88
ORD-86704,2023-07-24,Office Chair Ergo,Furniture,West,Karthik Raj,18,11434.1,0.2,164651.04,108103.63,56547.41
ORD-48684,2023-07-25,Office Chair Ergo,Furniture,East,Karthik Raj,6,9798.79,0.2,47034.19,32267.66,14766.53
ORD-45974,2023-07-25,Monitor 27inch,Electronics,South,Sneha Pillai,9,21027.16,0.2,151395.55,97214.22,54181.33
ORD-96809,2023-07-26,Office Chair Ergo,Furniture,South,Vikram Das,12,9316.0,0.15,95023.2,63145.61,31877.59
ORD-82182,2023-07-26,Office Chair Ergo,Furniture,East,Rahul Nair,1,9808.78,0.2,7847.02,4076.08,3770.94
ORD-35751,2023-07-27,Desk Lamp LED,Furniture,West,Divya Menon,12,2181.64,0.1,23561.71,14952.56,8609.15
ORD-62328,2023-07-27,USB Hub 7-Port,Electronics,West,Karthik Raj,7,805.21,0.0,5636.47,3164.5,2471.97
ORD-27739,2023-07-29,Desk Lamp LED,Furniture,East,Karthik Raj,16,1801.74,0.0,28827.84,19653.95,9173.89
ORD-15191,2023-07-29,Laptop Pro X1,Electronics,South,Meera Iyer,11,89699.35,0.0,986692.85,602771.17,383921.68
ORD-40973,2023-07-29,Office Chair Ergo,Furniture,North,Rahul Nair,19,11841.93,0.2,179997.34,122929.75,57067.59
ORD-69669,2023-07-29,Wireless Headphones,Electronics,North,Meera Iyer,6,2535.86,0.0,15215.16,9603.84,5611.32
ORD-51441,2023-07-29,Monitor 27inch,Electronics,South,Karthik Raj,13,19308.78,0.15,213362.02,112014.9,101347.12
ORD-91646,2023-07-30,Pen Set Premium,Stationery,West,Meera Iyer,14,299.08,0.0,4187.12,2738.26,1448.86
ORD-55587,2023-07-30,Notebook Pack,Stationery,South,Vikram Das,18,215.68,0.0,3882.24,1777.39,2104.85
ORD-36444,2023-07-30,Monitor 27inch,Electronics,West,Sneha Pillai,6,24148.28,0.0,144889.68,100315.38,44574.3
ORD-21593,2023-08-01,Mechanical Keyboard,Electronics,West,Sneha Pillai,3,5799.46,0.1,15658.54,10006.25,5652.29
ORD-37831,2023-08-01,Desk Lamp LED,Furniture,West,Vikram Das,2,1633.93,0.1,2941.07,1916.14,1024.93
ORD-99922,2023-08-01,Pen Set Premium,Stationery,East,Meera Iyer,9,363.12,0.0,3268.08,1599.41,1668.67
ORD-21648,2023-08-03,USB Hub 7-Port,Electronics,East,Vikram Das,12,1346.68,0.0,16160.16,10684.77,5475.39
ORD-51071,2023-08-03,Monitor 27inch,Electronics,North,Karthik Raj,17,26041.27,0.05,420566.51,259011.85,161554.66
ORD-37124,2023-08-03,Desk Lamp LED,Furniture,East,Vikram Das,6,2001.0,0.2,9604.8,4818.3,4786.5
ORD-10649,2023-08-04,USB Hub 7-Port,Electronics,East,Karthik Raj,2,881.08,0.0,1762.16,1187.85,574.31
ORD-44452,2023-08-04,Notebook Pack,Stationery,North,Sneha Pillai,12,383.83,0.0,4605.96,2288.19,2317.77
ORD-20303,2023-08-04,USB Hub 7-Port,Electronics,South,Vikram Das,9,1082.06,0.15,8277.76,5488.76,2789.0
ORD-94929,2023-08-04,Wireless Headphones,Electronics,North,Vikram Das,4,3353.39,0.05,12742.88,6194.26,6548.62
ORD-13455,2023-08-04,Office Chair Ergo,Furniture,West,Priya Sharma,4,8446.55,0.05,32096.89,18844.35,13252.54
ORD-42077,2023-08-04,Mechanical Keyboard,Electronics,North,Sneha Pillai,3,4374.73,0.15,11155.56,6390.96,4764.6
ORD-25023,2023-08-05,Notebook Pack,Stationery,South,Rahul Nair,6,266.24,0.2,1277.95,655.83,622.12
ORD-41369,2023-08-05,Standing Desk,Furniture,North,Meera Iyer,8,26347.52,0.15,179163.14,89783.72,89379.42
ORD-97590,2023-08-05,Standing Desk,Furniture,East,Meera Iyer,20,26759.08,0.0,535181.6,333829.04,201352.56
ORD-99417,2023-08-08,Standing Desk,Furniture,South,Divya Menon,9,25819.05,0.1,209134.3,95158.84,113975.46
ORD-24617,2023-08-09,Desk Lamp LED,Furniture,West,Karthik Raj,19,1212.48,0.05,21885.26,14559.93,7325.33
ORD-44108,2023-08-09,Pen Set Premium,Stationery,West,Rahul Nair,20,359.17,0.05,6824.23,3547.19,3277.04
ORD-64057,2023-08-09,Wireless Headphones,Electronics,West,Vikram Das,1,2592.9,0.05,2463.26,1619.87,843.39
ORD-91719,2023-08-09,Office Chair Ergo,Furniture,South,Sneha Pillai,15,13497.46,0.0,202461.9,105828.94,96632.96
ORD-22137,2023-08-10,USB Hub 7-Port,Electronics,East,Rahul Nair,4,1061.95,0.0,4247.8,2737.48,1510.32
ORD-97691,2023-08-12,Office Chair Ergo,Furniture,East,Karthik Raj,8,12533.48,0.0,100267.84,45519.85,54747.99
ORD-41726,2023-08-12,Desk Lamp LED,Furniture,East,Rahul Nair,7,1848.7,0.0,12940.9,6583.23,6357.67
ORD-67178,2023-08-12,Mechanical Keyboard,Electronics,East,Sneha Pillai,2,5452.19,0.1,9813.94,5766.4,4047.54
ORD-67779,2023-08-13,Standing Desk,Furniture,East,Rahul Nair,4,28840.84,0.15,98058.86,45092.92,52965.94
ORD-81989,2023-08-13,Office Chair Ergo,Furniture,West,Rahul Nair,15,13234.14,0.1,178660.89,97085.44,81575.45
ORD-18996,2023-08-13,Monitor 27inch,Electronics,West,Meera Iyer,20,23134.64,0.2,370154.24,203603.79,166550.45
ORD-30808,2023-08-13,Desk Lamp LED,Furniture,South,Arjun Kumar,13,1673.94,0.2,17408.98,8828.88,8580.1
ORD-45066,2023-08-14,Pen Set Premium,Stationery,East,Sneha Pillai,18,223.17,0.15,3414.5,1744.99,1669.51
ORD-47316,2023-08-14,Monitor 27inch,Electronics,East,Divya Menon,17,19385.23,0.1,296594.02,189598.63,106995.39
ORD-82285,2023-08-14,Wireless Headphones,Electronics,South,Karthik Raj,9,3703.94,0.0,33335.46,17905.75,15429.71
ORD-88606,2023-08-14,Mechanical Keyboard,Electronics,North,Arjun Kumar,8,5013.48,0.05,38102.45,22667.51,15434.94
ORD-21854,2023-08-14,Mechanical Keyboard,Electronics,West,Priya Sharma,5,5768.21,0.15,24514.89,15477.56,9037.33
ORD-66455,2023-08-14,Office Chair Ergo,Furniture,East,Meera Iyer,1,9710.57,0.15,8253.98,5150.08,3103.9
ORD-26936,2023-08-15,Desk Lamp LED,Furniture,South,Divya Menon,4,2432.24,0.1,8756.06,5277.17,3478.89
ORD-74217,2023-08-16,Standing Desk,Furniture,South,Priya Sharma,6,29125.24,0.05,166013.87,110695.1,55318.77
ORD-78289,2023-08-16,Monitor 27inch,Electronics,North,Arjun Kumar,13,27306.85,0.05,337239.6,203521.2,133718.4
ORD-70929,2023-08-17,Notebook Pack,Stationery,West,Priya Sharma,12,339.76,0.15,3465.55,2023.12,1442.43
ORD-45446,2023-08-18,Laptop Pro X1,Electronics,South,Karthik Raj,2,107386.54,0.0,214773.08,146434.86,68338.22
ORD-66244,2023-08-18,Wireless Headphones,Electronics,East,Sneha Pillai,4,4406.51,0.1,15863.44,8035.46,7827.98
ORD-53870,2023-08-18,Laptop Pro X1,Electronics,East,Vikram Das,18,100710.15,0.0,1812782.7,993340.97,819441.73
ORD-17228,2023-08-18,Laptop Pro X1,Electronics,North,Vikram Das,20,98673.55,0.05,1874797.45,873001.76,1001795.69
ORD-99864,2023-08-18,Laptop Pro X1,Electronics,North,Arjun Kumar,16,117802.38,0.15,1602112.37,875576.34,726536.03
ORD-38909,2023-08-18,Pen Set Premium,Stationery,South,Karthik Raj,16,390.88,0.0,6254.08,3065.22,3188.86
ORD-45060,2023-08-18,Pen Set Premium,Stationery,East,Sneha Pillai,12,342.34,0.2,3286.46,2200.05,1086.41
ORD-42855,2023-08-19,Wireless Headphones,Electronics,North,Vikram Das,10,4717.29,0.0,47172.9,24173.5,22999.4
ORD-19305,2023-08-19,Wireless Headphones,Electronics,East,Arjun Kumar,19,3884.8,0.1,66430.08,33550.8,32879.28
ORD-27575,2023-08-19,Mechanical Keyboard,Electronics,South,Meera Iyer,2,4687.16,0.05,8905.6,5248.26,3657.34
ORD-30865,2023-08-19,Laptop Pro X1,Electronics,South,Meera Iyer,13,95468.56,0.2,992873.02,610430.82,382442.2
ORD-73343,2023-08-20,Pen Set Premium,Stationery,South,Rahul Nair,1,224.2,0.0,224.2,148.95,75.25
ORD-46937,2023-08-20,Notebook Pack,Stationery,North,Meera Iyer,6,497.23,0.0,2983.38,1418.4,1564.98
ORD-72347,2023-08-20,USB Hub 7-Port,Electronics,West,Karthik Raj,14,932.15,0.0,13050.1,8791.7,4258.4
